Stress,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_ShanEn,HRV_FuzzyEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
0,105.23685740245345,73.74509803921569,4.711021703430804,2.5099800796022267,2.517287169529442,0.06388250648098139,0.034035890470543353,73.0,4.4478,0.06092876712328767,5.5,70.0,77.0,0.0,0.0,66.0,90.0,1.7,0.0,1.7799908277681589,6.049135542895904,0.29425540478400714,33.82680290383447,3.398408266227198,2.2362310629127635,82.22972893002476,0.5882352941176471,0.5526315789473684,0.7142857142857143,0.16666666666666666,58.42696629213483,57.686904218262605,59.2278700945278,47.368421052631575,0.673015873015873,0.326984126984127,1.4708043058552855,1.0251928638862373,0.5988560019185616,0.40114399808143847,4.681171142492668,3.8312762300596916,0.6048442714982235,0.3951557285017763,3.4696273986862454,2.8044338073115282,1.5034970641554426,0.9295855052892712,1.7262870698256163,1.634434177948794,0.6373195688235569,0.4286642618817593,-0.5988105896167553,0.0002972528727463198,0.06040458339147395,0.16708254176744886,3.9222610093012724,0.9915921161929528,1.8181046001118533,1.539060020191203,1.8353924159932768,1.0010162368184992
0,97.01646221523015,80.33333333333333,7.571877794400366,4.192191322578966,4.235548428513924,0.09425574017925767,0.052184954222974686,78.5,8.1543,0.1038764331210191,11.0,74.0,87.0,0.0,0.0,69.0,96.0,2.526315789473684,0.0,2.9949850158462206,10.376247514802094,0.2886385479503805,97.63035072558289,3.464540710521828,2.6965549594275817,143.7957277499312,0.3958333333333333,0.34146341463414637,0.35714285714285715,0.25,47.887323943661976,47.83719281517397,47.951209391966174,68.29268292682927,0.6634382566585957,0.3365617433414042,2.440598643597598,1.738315026235113,0.3557789573988213,0.6442210426011785,6.189142069778586,8.328327138659567,0.3794597908230855,0.6205402091769143,4.704359749160006,6.015927694835113,1.5007521257311605,2.2745209484657707,2.05557888082412,2.029701842257455,-0.10263197618016484,0.2730868562245261,-0.511376918108457,0.002489845689210402,0.4023077269963647,0.4679275208652478,4.422995052579128,0.8601711246488245,1.5975811286358117,1.4716440913977888,2.3097523539142215,0.930827083453526
0,93.53694041116484,83.65217391304348,11.875684572182399,8.515345624876955,8.61013027975439,0.1419650442620557,0.10179467223085757,80.0,8.8956,0.111195,13.75,74.0,91.0,0.0,6.521739130434782,70.0,111.0,2.5555555555555554,0.0,6.088281507713955,15.812554148108667,0.3850283420811034,302.44514917161257,2.5972114016202923,3.18761673334014,164.2741836888243,0.3695652173913043,0.34146341463414637,0.5714285714285714,0.14285714285714285,51.54185022026431,51.50806698966788,51.580455909252684,63.41463414634146,0.7051792828685258,0.2948207171314742,5.113484846240113,3.3063300170760606,0.4227849675143306,0.5772150324856694,10.2816258152669,12.013535669473244,0.4592546792289796,0.5407453207710204,8.119715409972507,8.810699673224713,1.4913184210241233,2.654226026434582,2.262628410884922,2.038101878073337,0.4139641812275867,1.3100648577578466,-0.5845920922240339,0.008598667252575973,0.7116617568246073,0.33124456509962075,4.319560260725401,0.8838671214102882,1.2678577774932844,1.4974106021069362,1.9651747704266318,0.8405420367912846
0,94.19184641000626,82.8695652173913,8.69638161191749,5.176871642217914,5.235176282330014,0.10494059657612921,0.062470119502104945,81.0,5.9304,0.07321481481481482,8.75,77.0,87.0,0.0,0.0,71.0,111.0,2.5555555555555554,0.0,3.7018286499425326,11.804275034533424,0.3136006776454147,137.27944186253305,3.1887686197243825,2.844575614757543,150.56440723486455,0.41304347826086957,0.4,0.625,0.1111111111111111,50.6024096385542,50.6252749063005,50.58664158391234,60.0,0.6932006633499173,0.30679933665008285,3.082207001484488,2.0504988306618106,0.3479040939487848,0.652095906051215,6.962562224301678,9.532241937951238,0.3788238788238788,0.6211761211761211,5.384109616606665,6.894497146934714,1.6362404842674103,1.3697392271494113,1.9101024163365738,1.8385340103548087,0.10289034742421066,0.21196596800619805,-0.5522496578642253,0.0003105252499383431,0.1062506969730462,0.4402157213631632,4.321731249206049,0.7999468322943016,1.703266037898111,1.4701470461358386,1.6918328794410094,0.960619470618611
0,96.97752992113764,80.55319148936171,9.665736236018125,6.370789317010815,6.432743834221519,0.11999197123424507,0.07908798148428639,78.0,7.412999999999999,0.09503846153846153,11.0,73.0,85.80000000000001,0.0,2.127659574468085,68.0,107.0,2.238095238095238,0.0,4.548636786813988,12.94485703557585,0.35138563325289307,184.98153990124675,2.8458761695595496,2.9740985004240375,147.35784062360233,0.3617021276595745,0.36585365853658536,0.6,0.0,45.762711864406775,45.242866590665535,46.295439262981475,58.536585365853654,0.6411355115158008,0.3588644884841992,3.646916505762094,2.728450923957483,0.4809204885374742,0.5190795114625257,8.977055252363703,9.326403522661177,0.4985696050975178,0.5014303949024823,6.851551685712907,6.871180652258798,1.6210099108866338,1.6139560649124967,1.935922244928126,1.8693231042310767,0.047375613567654185,0.354673583691997,-0.541264531386522,0.0004708891478782498,0.15283175966768253,0.38671165603141366,4.2988537451105335,0.8386852384808094,1.5640812911169761,1.4844254576690359,2.256104644500032,0.9454619322004489
0,102.29498044675995,76.38,11.513771700685671,6.653217726968581,6.719602757938135,0.1507432796633369,0.08710680449029302,73.0,4.4478,0.06092876712328767,6.75,69.8,79.2,0.0,4.0,67.0,117.0,2.0833333333333335,0.0,4.751476677017882,15.722184162193624,0.30221479585791444,234.68825380845828,3.3089048375717103,3.0774614635832704,208.09284492590325,0.58,0.5813953488372093,0.8,0.2,53.14685314685315,53.363929567795466,52.9290838544121,51.162790697674424,0.6620562471184879,0.3379437528815123,3.8676004619574305,2.7632257719315416,0.47098387605424014,0.5290161239457599,10.78986221477878,11.435293971561077,0.48698590802391145,0.5130140919760886,8.104920109021561,8.31869475587029,1.3673402770949212,0.7229859049680298,1.7637596283697334,1.4311971847106908,0.899207307281717,0.5914885267936167,-0.959984684865673,0.001319830028341934,0.0688017878070083,0.3756776642034978,4.048047190938307,0.474729901070783,1.0014634049757118,1.4969506693778938,1.4112983083974155,0.5643856189774724
0,98.25239492970525,79.5,4.094625434250184,2.036893755258915,2.0579036961363606,0.05150472244339854,0.025621305097596414,79.0,2.9652,0.037534177215189875,4.25,76.0,82.0,0.0,0.0,72.0,89.0,1.92,0.0,1.4551576585668806,5.517695023456613,0.2637256413014438,25.2242123776931,3.7918193887600764,2.1087877243013815,83.68841188483108,0.5833333333333334,0.5,0.7777777777777778,0.1,47.887323943661976,47.68403926762062,48.07674907929805,50.0,0.44102564102564107,0.558974358974359,0.9668415633885689,1.0884771971408735,0.4614756464403998,0.5385243535596003,3.7482805185195796,4.049117376214782,0.46014459303027505,0.5398554069697252,2.7371873752274487,2.9648047267113675,1.6727277824121316,0.7012648174808609,1.822329482398279,1.7049820556790132,0.7185463899183038,0.5232453149321357,-0.6673368231145697,0.000100909533361402,0.02878107782778486,0.15546754300710885,3.8113077526010053,0.9483033472689546,2.064442688004609,1.4733933535473998,1.7292181798278377,0.930827083453526
0,97.89399566835384,79.77083333333333,6.669203861169935,3.5189456834972965,3.555949009477196,0.08360454043775317,0.044113186943815684,79.0,5.9304,0.07506835443037975,7.25,76.0,84.0,0.0,0.0,66.0,95.0,1.92,15.625,2.5144356581549117,9.18277255236027,0.27382096679598367,72.5377745039596,3.6520212885855154,2.567534337033662,134.14272339783383,0.5,0.4871794871794871,0.7894736842105263,0.1111111111111111,51.72413793103448,51.692924015662655,51.74041549200066,53.84615384615385,0.6048109965635738,0.3951890034364262,1.9560385876873028,1.5811388300841895,0.5215422803876885,0.4784577196123119,6.631604051742884,6.351782383653307,0.5273532967519711,0.4726467032480291,4.888980428249553,4.628452195350433,1.5781899094984682,1.7355771325661218,1.8214874835445434,1.7763768549077184,-0.4232824039971774,0.05525751233034626,-0.5259917164097035,0.0006261467591112742,0.14707951107434106,0.4824989172318235,4.028107168362812,0.8701426971882372,1.4163564705940672,1.4710082548058732,2.0598430128376033,0.8144736980218353
0,97.54315029939268,80.02083333333333,7.9103745058432615,3.7188421899890503,3.7568315817674116,0.0988539381099913,0.04647342492045676,79.0,5.9304,0.07506835443037975,8.25,73.0,84.6,0.0,0.0,70.0,101.0,2.2857142857142856,0.0,2.6564810872435203,10.964980839488994,0.2422695603513085,91.50914089194065,4.127633692610525,2.6684345880790405,181.03769740761447,0.3541666666666667,0.3170731707317073,0.46153846153846156,0.1111111111111111,52.38095238095237,52.51625806673219,52.23657275374841,56.09756097560976,0.5969230769230772,0.40307692307692305,2.0536288136729643,1.6875503213108998,0.5034682850714649,0.4965317149285353,7.780256879476046,7.726474467681001,0.5086552375721856,0.4913447624278145,5.6898940418509625,5.592237199309546,1.7557700828707132,1.031497500485849,2.0261420586823706,2.0348664130949987,0.5213170839894676,0.08360101722321733,-0.4915420498755268,0.0007892342972563993,0.09334394380003612,0.26631290837444377,4.214661719245796,0.7906496821057601,1.510329398533155,1.4055643641143605,1.6946353888105201,0.8144736980218353
0,93.76966955155947,83.28260869565217,8.634975502707993,5.485333981526456,5.545678087893803,0.10368281731259925,0.06586409896899426,81.0,7.412999999999999,0.09151851851851851,11.0,76.0,90.0,0.0,0.0,72.0,106.0,2.7058823529411766,0.0,3.921386582227354,11.586848169586519,0.33843427693480255,142.74300898177984,2.954783448819058,2.8615249572825867,136.94650878189458,0.3695652173913043,0.35,0.42857142857142855,0.0,48.21428571428571,47.93218881322771,48.47161310932707,65.0,0.5457902511078287,0.4542097488921713,2.897883240009382,2.6436029133809718,0.471967773284429,0.5280322267155708,7.96015434769058,8.419678928913694,0.47955831561420686,0.5204416843857931,5.9900661311785415,6.240177466612212,1.6212258083384583,1.5347320873426273,1.9048704964917693,2.05405605362093,-0.40966901188050286,-0.6011001604315709,-0.40279374598372153,0.0005469234003545478,0.14234160436172497,0.29672505425099827,4.403784238571645,0.8699993085884152,1.3959181143253394,1.4834889212683395,1.9239799981497896,0.6003871691366318
